Lead Source,Total Time Spent on Website,Total Visits,Last Activity,Converted
Organic Search,1028,18,Email Opened,0
Organic Search,3665,16,Page Visited,1
Google,1242,10,Email Opened,0
Social Media,1141,12,Email Opened,0
Google,592,13,Email Opened,1
Referral,1605,9,Page Visited,0
Direct Traffic,4210,13,Page Visited,0
Direct Traffic,3377,6,Form Submitted,1
Direct Traffic,4071,6,Other,0
Google,4302,11,Other,1
Google,3694,19,Form Submitted,0
Direct Traffic,2350,11,Email Opened,0
Google,4207,10,Other,0
Organic Search,1440,15,Form Submitted,0
Organic Search,3626,13,Email Opened,0
Google,1882,8,Form Submitted,0
Direct Traffic,3711,5,Page Visited,0
Google,184,2,Page Visited,0
Google,4996,16,Email Opened,0
Google,220,13,Email Opened,1
Referral,3188,19,Page Visited,1
Organic Search,1093,9,Other,1
Social Media,2945,15,Other,0
Social Media,2474,6,Page Visited,0
Referral,2615,8,Other,0
Google,2012,14,Page Visited,0
Referral,2490,5,Form Submitted,0
Referral,600,17,Form Submitted,0
Direct Traffic,1160,7,Form Submitted,0
Organic Search,4599,9,Other,0
Social Media,4313,16,Form Submitted,0
Google,2735,18,Email Opened,0
Social Media,2218,13,Email Opened,0
Social Media,4707,18,Form Submitted,0
Organic Search,1152,10,Email Opened,0
Social Media,56,1,Form Submitted,1
Social Media,1204,18,Form Submitted,0
Referral,4341,19,Page Visited,1
Organic Search,143,2,Form Submitted,0
Direct Traffic,367,4,Email Opened,0
Google,1482,11,Other,0
Social Media,615,3,Form Submitted,1
Google,3638,9,Page Visited,0
Direct Traffic,3328,10,Email Opened,0
Google,3227,2,Page Visited,0
Direct Traffic,1588,7,Form Submitted,0
Referral,2489,15,Form Submitted,0
Social Media,3003,19,Form Submitted,0
Direct Traffic,698,10,Form Submitted,0
Google,4971,14,Email Opened,0
Social Media,2823,4,Other,1
Referral,944,11,Form Submitted,0
Social Media,3881,3,Page Visited,0
Direct Traffic,922,17,Email Opened,1
Referral,1746,7,Email Opened,0
Google,4120,11,Email Opened,0
Referral,2853,18,Page Visited,0
Referral,1559,14,Other,0
Organic Search,1083,14,Page Visited,0
Referral,3538,6,Page Visited,1
Referral,433,9,Page Visited,0
Social Media,2926,3,Form Submitted,0
Google,1089,17,Form Submitted,1
Social Media,2957,12,Page Visited,1
Social Media,2612,4,Page Visited,0
Direct Traffic,4191,16,Form Submitted,1
Social Media,3759,10,Form Submitted,0
Organic Search,4263,7,Other,1
Organic Search,2089,10,Page Visited,1
Direct Traffic,1902,7,Email Opened,0
Google,2567,18,Other,0
Google,1998,9,Email Opened,0
Social Media,3114,18,Other,0
Social Media,2994,17,Page Visited,0
Social Media,2010,11,Email Opened,1
Google,4844,1,Form Submitted,0
Referral,1891,17,Other,0
Organic Search,830,4,Email Opened,1
Referral,48,4,Other,0
Referral,4210,14,Page Visited,0
Google,1178,9,Email Opened,0
Referral,3033,13,Email Opened,0
Direct Traffic,70,16,Email Opened,0
Social Media,66,1,Other,1
Direct Traffic,1777,3,Form Submitted,0
Organic Search,2228,19,Form Submitted,0
Social Media,1789,8,Form Submitted,0
Referral,612,18,Page Visited,0
Organic Search,1886,6,Email Opened,0
Social Media,1622,6,Form Submitted,0
Referral,696,5,Form Submitted,1
Direct Traffic,1237,12,Email Opened,0
Social Media,2406,9,Page Visited,0
Referral,248,9,Other,0
Direct Traffic,637,17,Other,1
Organic Search,949,19,Other,0
Organic Search,1904,17,Email Opened,0
Organic Search,3587,16,Page Visited,0
Organic Search,1111,12,Email Opened,0
Google,175,3,Other,0
Social Media,722,14,Form Submitted,1
Social Media,3842,17,Form Submitted,1
Google,3674,16,Form Submitted,0
Referral,4866,12,Other,0
Referral,1947,2,Page Visited,0
Organic Search,702,8,Other,0
Direct Traffic,2128,12,Email Opened,0
Referral,926,16,Page Visited,0
Direct Traffic,4233,8,Form Submitted,0
Social Media,3504,16,Page Visited,0
Direct Traffic,2517,10,Page Visited,0
Social Media,2397,15,Other,0
Google,1149,4,Page Visited,0
Google,3380,15,Other,0
Organic Search,1878,4,Email Opened,0
Referral,1253,11,Page Visited,0
Organic Search,1483,6,Page Visited,1
Social Media,309,4,Page Visited,0
Organic Search,3952,9,Form Submitted,0
Direct Traffic,3049,9,Other,0
Social Media,1564,3,Other,0
Google,1500,5,Form Submitted,0
Referral,4865,15,Other,0
Social Media,15,9,Email Opened,0
Social Media,605,2,Form Submitted,0
Direct Traffic,1381,3,Other,0
Referral,4908,12,Email Opened,0
Google,3383,16,Other,0
Social Media,894,5,Form Submitted,0
Social Media,1567,10,Other,1
Direct Traffic,413,15,Email Opened,0
Organic Search,4120,14,Email Opened,1
Google,2004,14,Email Opened,0
Referral,315,13,Other,0
Social Media,4666,16,Form Submitted,0
Social Media,4820,8,Other,0
Google,3055,8,Page Visited,1
Organic Search,1849,17,Form Submitted,0
Social Media,1953,17,Page Visited,0
Google,388,3,Other,0
Direct Traffic,2769,1,Form Submitted,0
Organic Search,4539,17,Page Visited,0
Referral,3046,16,Other,1
Social Media,2415,17,Form Submitted,0
Google,2389,2,Email Opened,0
Direct Traffic,303,14,Email Opened,0
Referral,763,7,Email Opened,1
Google,1973,19,Page Visited,1
Google,815,1,Page Visited,0
Referral,877,17,Other,1
Direct Traffic,4798,10,Email Opened,0
Direct Traffic,2326,6,Page Visited,0
Organic Search,2429,7,Email Opened,0
Social Media,2060,6,Other,0
Referral,4398,5,Form Submitted,0
Referral,1579,2,Page Visited,0
Referral,4255,18,Page Visited,0
Direct Traffic,2201,17,Form Submitted,0
Social Media,3597,7,Page Visited,0
Organic Search,1203,19,Other,1
Google,2424,7,Page Visited,0
Google,3875,7,Page Visited,0
Referral,2823,16,Form Submitted,0
Social Media,3285,12,Other,1
Direct Traffic,2063,15,Email Opened,0
Social Media,1979,15,Email Opened,0
Social Media,4348,11,Form Submitted,0
Direct Traffic,3131,2,Other,1
Referral,3092,3,Form Submitted,0
Social Media,4826,19,Form Submitted,0
Google,3664,15,Email Opened,0
Direct Traffic,2336,16,Other,1
Organic Search,3614,1,Other,0
Referral,497,15,Form Submitted,0
Direct Traffic,3817,12,Email Opened,0
Organic Search,4643,7,Other,0
Organic Search,131,7,Form Submitted,0
Social Media,857,11,Page Visited,1
Social Media,520,11,Email Opened,1
Social Media,29,17,Other,0
Direct Traffic,3396,3,Other,0
Direct Traffic,4604,16,Other,0
Referral,1260,5,Email Opened,0
Social Media,1558,2,Form Submitted,0
Organic Search,15,7,Page Visited,0
Google,3605,10,Other,0
Referral,1607,5,Email Opened,0
Direct Traffic,3517,15,Other,1
Referral,2016,12,Form Submitted,0
Referral,3574,10,Page Visited,1
Referral,1743,17,Other,1
Referral,3791,11,Email Opened,1
Google,3634,8,Form Submitted,0
Social Media,1088,15,Page Visited,0
Organic Search,1361,2,Email Opened,0
Referral,3372,17,Other,1
Referral,4473,6,Email Opened,0
Referral,475,13,Page Visited,1
Social Media,1289,8,Form Submitted,0
Direct Traffic,328,11,Form Submitted,0
Direct Traffic,4044,15,Other,0
Google,1839,13,Other,1
Direct Traffic,1186,18,Other,0
Referral,4533,18,Other,0
Referral,3414,17,Page Visited,0
Referral,3536,13,Other,0
Google,1773,3,Email Opened,0
Referral,2063,7,Page Visited,0
Direct Traffic,1844,12,Page Visited,0
Social Media,4963,4,Other,0
Social Media,2558,11,Page Visited,1
Organic Search,1262,14,Email Opened,1
Direct Traffic,3291,18,Page Visited,0
Referral,1018,7,Page Visited,0
Social Media,1789,5,Email Opened,0
Direct Traffic,3524,16,Email Opened,1
Social Media,3504,11,Page Visited,0
Referral,806,3,Form Submitted,0
Social Media,2666,16,Page Visited,0
Organic Search,404,11,Email Opened,0
Organic Search,593,10,Email Opened,0
Social Media,3949,2,Email Opened,1
Direct Traffic,4107,16,Form Submitted,0
Direct Traffic,3280,17,Email Opened,0
Direct Traffic,2212,10,Other,0
Social Media,1542,18,Other,1
Direct Traffic,613,12,Form Submitted,0
Referral,868,8,Email Opened,0
Organic Search,811,3,Email Opened,0
Referral,1822,3,Other,1
Direct Traffic,4862,6,Other,0
Referral,4177,2,Page Visited,0
Direct Traffic,1744,3,Form Submitted,0
Social Media,2256,17,Page Visited,1
Referral,4042,9,Form Submitted,0
Social Media,3667,4,Email Opened,0
Social Media,521,2,Email Opened,0
Google,1525,9,Form Submitted,0
Direct Traffic,1469,14,Page Visited,0
Organic Search,2675,11,Other,1
Direct Traffic,1513,2,Form Submitted,0
Organic Search,4876,2,Form Submitted,1
Direct Traffic,1451,5,Form Submitted,0
Social Media,4654,7,Email Opened,1
Referral,3430,4,Form Submitted,0
Referral,3007,14,Email Opened,0
Google,3124,2,Other,0
Organic Search,1753,12,Other,0
Organic Search,4955,10,Page Visited,0
Organic Search,1612,1,Email Opened,0
Social Media,3275,19,Other,0
Organic Search,555,16,Other,0
Referral,4251,15,Page Visited,1
Social Media,2049,14,Page Visited,0
Direct Traffic,824,9,Page Visited,1
Organic Search,2849,15,Email Opened,1
Organic Search,3030,7,Form Submitted,0
Direct Traffic,1081,4,Email Opened,0
Organic Search,3325,18,Page Visited,0
Direct Traffic,492,8,Form Submitted,0
Social Media,4764,12,Other,0
Referral,74,15,Email Opened,0
Direct Traffic,2991,15,Page Visited,0
Google,3360,17,Page Visited,0
Direct Traffic,370,2,Form Submitted,0
Organic Search,4682,12,Email Opened,1
Social Media,328,3,Other,0
Social Media,4685,7,Other,0
Direct Traffic,1790,6,Form Submitted,0
Referral,776,14,Form Submitted,0
Google,2022,5,Other,0
Social Media,4674,4,Form Submitted,0
Organic Search,4316,15,Form Submitted,0
Organic Search,1187,7,Email Opened,0
Referral,1503,3,Form Submitted,0
Social Media,3291,13,Page Visited,0
Direct Traffic,3325,10,Page Visited,0
Organic Search,187,2,Page Visited,0
Referral,1214,12,Form Submitted,0
Social Media,3286,12,Other,1
Social Media,3446,19,Page Visited,0
Social Media,1109,19,Email Opened,0
Social Media,2521,3,Form Submitted,0
Social Media,4939,6,Other,1
Organic Search,3879,2,Other,1
Referral,530,13,Form Submitted,1
Social Media,1070,9,Form Submitted,0
Google,3136,13,Email Opened,1
Google,962,14,Form Submitted,0
Referral,1405,19,Form Submitted,0
Direct Traffic,3137,11,Other,0
Direct Traffic,516,14,Page Visited,0
Direct Traffic,3164,16,Page Visited,0
Google,1491,10,Other,0
Direct Traffic,3689,16,Form Submitted,1
Organic Search,4228,2,Email Opened,1
Social Media,4409,16,Page Visited,0
Google,590,14,Form Submitted,0
Referral,1543,18,Page Visited,1
Referral,3056,6,Other,1
Social Media,2206,7,Page Visited,0
Google,3339,13,Other,0
Direct Traffic,2708,2,Other,0
Direct Traffic,4029,15,Other,0
Organic Search,747,17,Email Opened,0
Organic Search,800,13,Form Submitted,0
Direct Traffic,1497,7,Other,0
Referral,1379,1,Other,0
Referral,679,3,Page Visited,1
Organic Search,3770,18,Form Submitted,0
Social Media,3342,7,Email Opened,0
Direct Traffic,896,17,Email Opened,1
Organic Search,1546,12,Page Visited,0
Organic Search,3126,16,Email Opened,0
Direct Traffic,683,10,Page Visited,0
Direct Traffic,1295,16,Form Submitted,1
Referral,1385,18,Page Visited,1
Social Media,942,15,Page Visited,0
Social Media,3280,11,Other,1
Direct Traffic,1033,18,Email Opened,0
Google,2786,6,Form Submitted,1
Organic Search,2233,1,Form Submitted,1
Organic Search,3645,7,Other,0
Direct Traffic,1620,12,Page Visited,1
Google,3535,4,Form Submitted,0
Referral,3205,10,Form Submitted,0
Direct Traffic,2882,2,Page Visited,1
Direct Traffic,4904,9,Page Visited,0
Organic Search,170,10,Form Submitted,0
Direct Traffic,1553,11,Page Visited,0
Direct Traffic,3897,14,Email Opened,1
Direct Traffic,1595,3,Form Submitted,1
Organic Search,1623,1,Page Visited,0
Referral,4122,7,Form Submitted,0
Referral,1091,4,Form Submitted,1
Direct Traffic,2837,7,Other,0
Organic Search,407,16,Email Opened,1
Referral,4169,10,Email Opened,1
Referral,679,15,Other,0
Referral,4944,16,Other,0
Organic Search,4965,6,Form Submitted,0
Organic Search,236,4,Email Opened,0
Direct Traffic,2774,4,Other,0
Social Media,3437,4,Page Visited,1
Referral,3357,17,Form Submitted,1
Social Media,2877,13,Email Opened,0
Organic Search,2423,2,Form Submitted,1
Organic Search,4714,6,Form Submitted,0
Organic Search,3147,1,Page Visited,0
Social Media,1032,8,Page Visited,0
Organic Search,2854,18,Other,1
Direct Traffic,2940,4,Page Visited,0
Organic Search,3701,5,Email Opened,0
Google,4070,5,Other,0
Social Media,3132,15,Email Opened,0
Google,3460,10,Email Opened,0
Organic Search,4942,8,Other,0
Direct Traffic,1923,7,Page Visited,1
Referral,633,12,Form Submitted,0
Organic Search,4103,11,Page Visited,0
Direct Traffic,1392,13,Email Opened,0
Social Media,3446,15,Email Opened,1
Google,3098,17,Other,0
Google,4944,18,Email Opened,1
Google,61,8,Other,1
Social Media,2469,6,Other,1
Direct Traffic,1817,11,Page Visited,1
Social Media,632,9,Email Opened,0
Google,4887,5,Page Visited,0
Organic Search,2598,7,Form Submitted,0
Referral,3451,15,Page Visited,1
Social Media,1300,4,Email Opened,1
Social Media,2653,19,Form Submitted,1
Direct Traffic,1454,13,Email Opened,0
Direct Traffic,1138,1,Form Submitted,0
Social Media,3192,1,Email Opened,0
Google,4620,14,Page Visited,0
Referral,4994,9,Email Opened,0
Direct Traffic,2210,12,Other,0
Google,4882,18,Other,1
Organic Search,3759,9,Page Visited,0
Direct Traffic,3029,8,Page Visited,0
Google,1360,14,Form Submitted,0
Google,2426,9,Page Visited,0
Referral,4268,2,Other,1
Referral,63,1,Page Visited,0
Organic Search,1345,13,Other,0
Google,974,10,Page Visited,0
Google,4161,8,Other,1
Referral,3628,7,Form Submitted,0
Direct Traffic,1622,12,Email Opened,0
Direct Traffic,457,17,Email Opened,0
Social Media,3330,12,Other,0
Referral,1740,16,Page Visited,1
Social Media,3026,10,Page Visited,0
Referral,1954,12,Email Opened,0
Organic Search,279,11,Other,0
Google,2391,14,Page Visited,1
Organic Search,1040,13,Email Opened,0
Referral,961,2,Other,1
Google,3845,7,Form Submitted,0
Direct Traffic,1217,1,Page Visited,1
Direct Traffic,3220,3,Page Visited,1
Social Media,374,12,Other,0
Referral,4130,5,Email Opened,0
Referral,1392,12,Other,0
Direct Traffic,2076,3,Email Opened,1
Organic Search,774,5,Other,0
Google,4316,1,Form Submitted,0
Organic Search,3424,16,Page Visited,0
Organic Search,2123,9,Email Opened,0
Direct Traffic,4589,10,Form Submitted,0
Direct Traffic,3593,10,Other,1
Direct Traffic,279,13,Email Opened,1
Social Media,4841,16,Email Opened,0
Organic Search,2811,4,Form Submitted,0
Referral,2342,14,Other,0
Google,1474,17,Form Submitted,1
Social Media,1857,5,Other,0
Referral,2889,13,Form Submitted,0
Organic Search,1059,3,Form Submitted,0
Direct Traffic,1922,5,Form Submitted,1
Organic Search,3799,16,Form Submitted,0
Google,4592,19,Other,0
Social Media,2473,19,Page Visited,0
Social Media,4139,17,Form Submitted,0
Google,1851,18,Other,0
Referral,3541,18,Page Visited,0
Referral,4549,8,Email Opened,0
Social Media,594,18,Email Opened,1
Social Media,506,9,Form Submitted,0
Direct Traffic,4889,19,Email Opened,0
Referral,20,10,Form Submitted,0
Google,1399,2,Form Submitted,0
Referral,3201,17,Page Visited,0
Direct Traffic,2461,13,Email Opened,1
Social Media,3678,11,Form Submitted,0
Social Media,336,16,Email Opened,1
Direct Traffic,1667,7,Page Visited,1
Google,3576,3,Email Opened,0
Social Media,909,16,Page Visited,1
Organic Search,275,19,Page Visited,0
Social Media,891,16,Page Visited,0
Organic Search,12,2,Form Submitted,1
Direct Traffic,4057,14,Other,0
Direct Traffic,3025,10,Form Submitted,0
Social Media,973,19,Email Opened,0
Referral,4270,11,Form Submitted,0
Organic Search,3970,18,Form Submitted,0
Google,1408,11,Other,1
Social Media,1943,9,Email Opened,0
Google,2288,19,Page Visited,1
Social Media,546,10,Page Visited,0
Referral,1218,3,Email Opened,0
Referral,1420,3,Form Submitted,0
Referral,1454,8,Other,0
Referral,3377,6,Other,0
Direct Traffic,2772,1,Email Opened,1
Direct Traffic,4098,6,Email Opened,0
Organic Search,2738,2,Form Submitted,0
Google,3747,19,Other,0
Social Media,1842,7,Email Opened,0
Social Media,746,11,Form Submitted,0
Direct Traffic,2816,11,Form Submitted,0
Social Media,871,4,Email Opened,1
Direct Traffic,494,16,Other,1
Organic Search,3444,5,Page Visited,0
Google,4723,7,Form Submitted,0
Organic Search,1075,16,Page Visited,0
Referral,3994,15,Form Submitted,1
Referral,4237,5,Other,1
Referral,45,1,Page Visited,1
Organic Search,3056,9,Email Opened,0
Social Media,2057,5,Form Submitted,0
Google,663,6,Email Opened,0
Referral,4668,3,Email Opened,1
Referral,2029,6,Other,1
Referral,2696,8,Email Opened,0
Google,639,6,Form Submitted,1
Referral,2663,16,Email Opened,1
Google,2745,16,Email Opened,0
Referral,4964,3,Form Submitted,1
Organic Search,4948,17,Email Opened,0
Organic Search,4402,6,Other,0
Google,2595,6,Form Submitted,0
Organic Search,3427,19,Other,0
Google,394,15,Email Opened,1
Organic Search,3597,19,Page Visited,0
Organic Search,4844,2,Other,0
Google,2332,8,Other,0
Social Media,329,7,Email Opened,0
Organic Search,2097,8,Page Visited,0
Referral,772,13,Form Submitted,0
Social Media,1645,15,Page Visited,0
Google,1732,12,Form Submitted,1
Social Media,4473,15,Email Opened,1
Direct Traffic,1787,14,Page Visited,0
Direct Traffic,1623,7,Email Opened,1
Organic Search,999,17,Other,1
Organic Search,1848,5,Page Visited,0
Referral,1561,10,Form Submitted,0
Social Media,773,19,Other,1
Direct Traffic,1803,18,Form Submitted,0
Organic Search,1098,10,Other,0
Social Media,2050,2,Form Submitted,1
Organic Search,1598,6,Form Submitted,0
Organic Search,747,3,Email Opened,1
Direct Traffic,3973,19,Other,0
Direct Traffic,2322,5,Email Opened,0
Organic Search,1553,7,Email Opened,0
Google,1615,7,Email Opened,0
Organic Search,3754,10,Email Opened,1
Organic Search,4424,1,Form Submitted,0
Referral,2302,11,Email Opened,1
Referral,4221,7,Email Opened,0
Referral,4862,6,Email Opened,0
Google,3655,6,Form Submitted,1
Google,3395,13,Other,0
Organic Search,216,16,Form Submitted,1
Referral,3316,13,Form Submitted,0
Google,1359,2,Form Submitted,1
Direct Traffic,3774,19,Other,0
Organic Search,4927,19,Email Opened,1
Social Media,4277,19,Email Opened,1
Organic Search,4429,18,Other,0
Social Media,4606,6,Other,0
Referral,4478,2,Page Visited,0
Social Media,1896,19,Email Opened,0
Referral,4427,6,Form Submitted,0
Direct Traffic,899,15,Form Submitted,0
Social Media,641,6,Email Opened,0
Organic Search,4729,3,Other,0
Referral,3627,11,Page Visited,1
Organic Search,195,8,Form Submitted,1
Google,1893,18,Page Visited,1
Referral,3275,17,Form Submitted,0
Social Media,4050,19,Form Submitted,0
Referral,4553,19,Email Opened,0
Organic Search,4925,17,Form Submitted,1
Direct Traffic,2304,4,Page Visited,0
Referral,3600,7,Page Visited,0
Social Media,3343,5,Email Opened,0
Google,2056,16,Form Submitted,0
Direct Traffic,2808,6,Page Visited,0
Google,1224,14,Other,0
Referral,886,2,Email Opened,0
Organic Search,392,18,Other,0
Organic Search,1675,18,Page Visited,0
Social Media,3190,13,Other,0
Organic Search,2446,18,Email Opened,1
Direct Traffic,3905,17,Other,0
Organic Search,3338,13,Page Visited,0
Social Media,3591,12,Other,1
Referral,3766,3,Other,1
Referral,2527,7,Other,0
Organic Search,2181,1,Form Submitted,0
Google,3764,5,Page Visited,1
Referral,354,1,Other,0
Organic Search,2631,4,Page Visited,1
Social Media,1521,1,Other,0
Organic Search,2672,13,Email Opened,1
Referral,3178,14,Email Opened,0
Social Media,2337,15,Email Opened,1
Organic Search,628,17,Other,0
Direct Traffic,2679,12,Page Visited,1
Social Media,4422,7,Email Opened,0
